고용인원,투자유치횟수,서비스/제품 수,연간 퇴사율,공동 창업자 수,총 투자자 수,특허기술 평균등급,최종투자단계,투자점수,자본금(만원),누적투자유치금액(만원),연매출(만원),매출액_2020(만원),매출액_2021(만원),영업이익_2020(만원),영업이익_2021(만원),순이익_2020(만원),순이익_2021(만원),자산_2020(만원),자산_2021(만원),자본_2020(만원),자본_2021(만원),2022기준 시장규모(만원),최근투자유치(만원),년차,자본잠식률,주소 점수
27,3,1,23,1,3,0.0,pre-A,3,1602,1200000,350,0,350,-6403,-147000,-6389,-147000,95000,56000,94000,47000,59890000000,500000,3,-2833.83,12
24,1,2,22,1,3,0.0,pre-A,85,13000,350000,49000,62000,49000,-40000,-73000,-32000,-52000,31000,330000,-40000,257000,16219999999,350000,6,-1876.92,9
12,2,1,20,1,4,0.0,seed,123,10000,22000,18000,12000,18000,-7759,-12000,-4070,-1272,15000,16000,14000,13000,2510000000,20000,7,-30.0,9
18,3,3,17,1,7,0.0,seed,245,200,2215000,5563,76000,5563,46000,-76000,47000,-37000,83000,34000,47000,4086,5270000000,1600000,3,-1943.0,8
41,1,0,48,1,5,0.0,pre-A,19,12000,500000,73000,1590,73000,-4511,-16000,-4507,-16000,13000,508000,5493,488000,5270000000,500000,3,-3966.67,9
21,3,0,100,1,3,2.8,seed,46,4748,230000,171000,93000,171000,12000,-13000,11000,-1205,100000,197000,25000,32000,19080000000,150000,6,-573.97,1
9,6,1,104,1,10,0.0,pre-A,135,48000,325000,17000,52000,17000,-59000,-43000,-52000,-43000,29000,122000,-21000,74000,17140000000,170000,4,-54.17,2
52,2,1,70,1,5,0.0,series A,64,4050,400000,443000,287000,443000,28000,-25000,24000,-12000,73000,541000,43000,430000,660000000,400000,7,-10517.28,9
38,2,9,40,1,4,3.6,series A,66,162000,800000,103000,53000,103000,-74000,-171000,-68000,-170000,260000,663000,143000,523000,34530000000,600000,7,-222.84,4
23,2,1,71,1,3,0.0,series A,47,29000,410000,21000,107000,21000,27000,-197000,45000,-179000,204000,385000,153000,274000,34530000000,300000,6,-844.83,5
13,1,1,100,1,1,0.0,series A,40,5555,200000,571000,207000,571000,80000,192000,68000,171000,107000,528000,91000,463000,24280000000,200000,7,-8234.83,12
14,3,1,34,1,5,2.7,series A,121,18000,200000,103000,102000,103000,22000,-194000,22000,-327000,607000,320000,415000,87000,34530000000,200000,5,-383.33,12
26,2,1,37,1,3,2.0,series A,31,132000,300000,77000,34000,77000,-112000,-87000,-89000,-81000,98000,402000,51000,369000,25650000000,200000,9,-179.55,8
18,5,1,34,1,6,3.5,series A,29,130000,100000,68000,2498,68000,-73000,-20000,-35000,3740,103000,127000,9788,13000,25650000000,100000,8,90.0,9
5,3,1,17,1,3,0.0,series A,135,151,100000,37000,23000,37000,-28000,-34000,-28000,-14000,34000,19000,22000,8813,27510000000,100000,7,-5736.42,5
27,3,1,73,1,9,2.0,series A,196,1315,632000,7750,2750,7750,-27000,-40000,-24000,12000,50000,101000,4100,22000,81010000000,570000,5,-1573.0,5
23,1,0,0,1,5,2.6,series A,5,34000,750000,422000,159000,422000,30000,28000,28000,21000,151000,341000,59000,81000,76980000000,750000,5,-138.24,7
28,3,1,58,1,13,2.6,series A,95,74000,692000,192000,219000,192000,33000,20000,34000,18000,505000,676000,297000,303000,76980000000,100000,8,-309.46,5
60,4,0,14,1,12,2.0,series A,99,65000,660000,38000,0,38000,-22000,-132000,-937,-101000,123000,775000,66000,714000,68355000,630000,4,-998.46,12
7,3,2,122,1,6,0.0,series A,103,3799,510000,3224,1768,3224,-31000,-62000,-31000,-6084,30000,28000,23000,17000,27510000000,430000,6,-347.49,12
24,2,1,17,1,7,0.0,series A,74,2111,770000,179,8336,179,-16000,-38000,6867,-17000,9827,54000,7867,50000,76980000000,710000,3,-2268.55,10
26,3,1,84,1,9,2.0,series A,121,9487,435000,56000,24000,56000,-47000,-40000,-47000,-41000,146000,357000,90000,298000,34530000000,300000,5,-3041.14,10
44,1,5,36,1,1,2.3,series A,20,36000,200000,1928000,1187000,1928000,128000,210000,155000,243000,961000,1288000,816000,1060000,27510000000,200000,9,-2844.44,9
61,3,1,75,1,15,4.0,series A,48,8010,3080000,233000,287000,233000,18000,-20000,6967,978,82000,245000,70000,71000,76980000000,3000000,8,-786.39,8
125,1,1,69,1,3,0.0,series A,17,25000,5000000,20105000,17727000,20105000,691000,12000,607000,-142000,2050000,2296000,542000,299000,380060000000,5000000,12,-1096.0,12
32,2,1,50,1,6,2.0,series A,34,12000,451000,180000,88000,180000,1853,34000,52000,115000,170000,283000,91000,197000,2160000000,450000,5,-1541.67,4
56,3,1,102,1,9,0.0,series A,101,76000,1330000,613000,373000,613000,9094,-265000,22000,-303000,542000,912000,460000,566000,47030000,500000,5,-644.74,9
18,3,1,38,1,7,0.0,series A,81,4102,300000,30000,24000,30000,-51000,-49000,-30000,-24000,53000,355000,-19000,256000,380060000000,300000,6,-6140.86,7
14,1,1,118,2,3,0.0,series A,3,96000,600000,222000,16000,222000,2577,-238000,2313,-234000,35000,488000,22000,437000,1270000000,600000,3,-355.21,8
97,1,3,29,1,3,4.4,series A,3,226000,2500000,4568000,1917000,4568000,823000,2003000,621000,1656000,1978000,6275000,1193000,5382000,1450000000,2500000,14,-2281.42,5
18,1,1,188,1,2,0.0,series A,2,5000,200000,99000,29000,99000,-30000,-89000,-16000,-85000,9230,177000,-11000,123000,380060000000,200000,4,-2360.0,10
5,4,3,141,2,7,0.0,series A,34,33000,430000,167000,206000,167000,-147000,-266000,-116000,-288000,75000,174000,-116000,5314,380060000000,410000,7,83.9,4
41,3,7,91,1,4,2.1,series A,14,44000,190000,116000,50000,116000,-109000,-199000,1391,-108000,186000,1898000,74000,1640000,710000000,170000,6,-3627.27,12
91,1,1,38,1,1,2.0,series A,1,454000,130000,3773000,3533000,3773000,1518000,1431000,1352000,1571000,8436000,10301000,7423000,8663000,27510000000,130000,23,-1808.15,7
13,2,2,98,1,2,0.0,series A,2,22000,170000,197000,139000,197000,-19000,-47000,-29000,-46000,204000,201000,97000,50000,173320000000,100000,7,-127.27,12
16,1,1,100,1,1,4.0,series A,1,77000,200000,155000,139000,155000,-2623,-15000,164,-124000,208000,267000,97000,47000,173320000000,200000,10,38.96,12
28,1,1,26,2,2,0.0,series A,16,20000,300000,895000,752000,895000,-423000,-330000,-17000,-416000,703000,550000,475000,244000,31160000000,300000,8,-1120.0,8
79,1,3,10,1,1,0.0,series A,1,163000,4250000,1200000,415000,1200000,-160000,22000,-160000,-217000,460000,4687000,-67000,447000,1864000000,4250000,7,-174.23,9
14,2,1,123,1,2,0.0,series A,2,130000,100000,325000,5734,325000,-67000,6294,-71000,5315,158000,146000,20000,26000,710000000,50000,13,80.0,2
26,1,1,61,2,1,0.0,series A,1,5666,100000,411000,405000,411000,-39000,-60000,-35000,-45000,263000,273000,132000,91000,40260000000,100000,7,-1506.07,5
9,4,1,35,1,7,0.0,series A,271,214,270000,253000,257000,253000,-151000,-68000,-145000,-50000,93000,84000,57000,60000,2410000000,270000,6,-27937.38,12
43,1,1,8,1,3,3.0,series A,76,24000,170000,145000,81000,145000,6584,4885,1781,865,327000,503000,163000,344000,66420000000,170000,8,-1333.33,5
79,1,1,46,1,1,0.0,series A,1,7947,500000,1474000,1023000,1474000,-242000,-376000,-222000,-357000,1448000,2670000,1172000,2314000,1864000000,500000,5,-29017.91,12
5,2,2,17,2,3,0.0,series A,61,14000,300000,213000,117000,213000,-55,79000,10000,79000,308000,315000,99000,179000,24280000000,300000,8,-1178.57,6
133,1,3,41,1,1,0.0,series A,1,13000,1500000,2627000,1865000,2627000,56000,-512000,15000,-535000,2010000,3229000,518000,1482000,69640000000,1500000,22,-11300.0,12
101,2,1,45,1,2,2.0,series A,2,8770,200000,303000,178000,303000,-92000,-21000,-24000,-12000,127000,400000,81000,268000,16490000000,100000,10,-2955.87,6
33,2,1,133,1,9,0.0,series A,116,11000,805000,1224000,143000,1224000,-2304,6635,2719,19000,114000,317000,12000,256000,270000000,580000,3,-2227.27,7
24,3,1,56,1,6,2.0,series A,126,37000,500000,56000,32000,56000,-105000,-114000,-93000,-112000,211000,295000,150000,229000,31360000000,200000,8,-518.92,8
30,3,1,45,1,3,0.0,series A,111,9552,380000,343000,303000,343000,-155000,-246000,-142000,-207000,141000,206000,115000,107000,380060000000,200000,7,-1020.18,12
38,4,1,21,1,7,0.0,series A,105,201000,82000,124000,123000,124000,-59000,-26000,-57000,-20000,122000,97000,48000,27000,919999999,70000,13,86.57,10
47,3,1,45,2,3,0.0,series A,65,6987,530000,1328000,868000,1328000,-5705,2217,-6894,1335,289000,329000,134000,176000,2020000000,450000,5,-2418.96,12
53,1,2,42,1,2,0.0,series A,40,56000,700000,187000,190000,187000,-44000,-72000,10000,-40000,103000,123000,19000,3201,25650000000,700000,6,94.28,12
33,3,2,76,1,7,3.3,series A,90,1534,750000,67000,7774,67000,-23000,-60000,-24000,-52000,116000,596000,105000,502000,5270000000,650000,4,-32624.9,8
54,3,1,52,2,7,2.0,series A,104,31000,410000,837000,261000,837000,-157000,-82000,-136000,-86000,293000,481000,152000,254000,69640000000,350000,7,-719.35,6
18,3,1,36,1,7,0.0,series A,185,51000,790000,11,5,11,-4478,-72000,-4470,-69000,5782,158000,5637,156000,76980000000,590000,3,-205.88,7
61,3,2,99,1,6,0.0,series A,163,318,600000,353000,158000,353000,-11000,-148000,-2899,-87000,58000,190000,37000,127000,31360000000,400000,5,-39837.11,12
44,3,1,20,1,12,0.0,series A,237,46000,740000,315000,43000,315000,-24000,-50000,-24000,-39000,16000,100000,7979,78000,22300000000,630000,4,-69.57,7
21,3,1,10,1,6,0.0,series A,101,3993,250000,24000,17000,24000,4362,-43000,4062,-2320,20000,44000,10000,28000,76980000000,250000,4,-601.23,10
91,1,0,43,1,4,0.0,series A,4,744000,1000000,488000,142000,488000,-257000,-228000,-255000,-229000,835000,2101000,400000,1370000,1290000000,1000000,4,-84.14,9
26,1,1,57,1,1,0.0,series A,1,20000,200000,244000,122000,244000,1755,22000,2685,24000,82000,552000,34000,370000,77820000000,200000,8,-1750.0,1
23,2,2,24,1,4,2.0,series A,104,9313,290000,42000,11000,42000,-38000,-135000,-15000,-133000,300000,127000,232000,68000,161390000000,250000,6,-630.16,7
33,1,1,41,1,3,0.0,series A,41,76000,250000,144000,95000,144000,-75000,-120000,-79000,-121000,469000,676000,285000,478000,76980000000,250000,6,-528.95,9
21,2,3,41,1,3,2.5,series A,71,16000,500000,14000,21000,14000,-109000,-222000,-62000,-200000,637000,416000,591000,394000,180670000000,500000,6,-2362.5,8
9,3,1,44,1,3,3.0,series A,3,1893000,3200000,178000,283000,178000,43000,26000,37000,-13000,1753000,1711000,1402000,1312000,24280000000,1500000,12,30.69,6
23,2,2,78,1,5,0.0,series A,5,15000,250000,800000,215000,800000,-23000,96000,-25000,99000,242000,495000,130000,379000,16219999999,200000,8,-2426.67,10
12,1,1,97,1,1,2.6,series A,25,40000,200000,96000,70000,96000,-139000,-74000,-139000,-107000,159000,114000,143000,65000,25650000000,200000,6,-62.5,12
30,1,3,59,1,1,2.8,series A,60,171000,150000,739000,630000,739000,58000,76000,41000,-79000,1081000,1181000,512000,513000,88322000,150000,9,-200.0,2
21,3,1,21,1,17,0.0,series A,33,5521,1120000,768000,429,768000,-28000,-81000,-36000,-71000,623000,1353000,275000,1002000,1864000000,800000,5,-18048.89,10
75,1,1,20,1,1,2.0,series A,1,79000,100000,501000,386000,501000,28000,39000,24000,36000,402000,611000,125000,159000,2510000000,100000,9,-101.27,0
58,3,3,77,1,12,4.0,series A,112,171000,1210000,1765000,1818000,1765000,-129000,-189000,-165000,-179000,1272000,1486000,950000,1173000,382330000000,400000,4,-585.96,5
30,2,1,7,1,9,0.0,series A,33,3087,750000,3778,5000,3778,-26000,-127000,-25000,-128000,105000,663000,80000,607000,76980000000,650000,4,-19563.1,12
18,4,1,25,1,7,4.4,series A,104,3482,487000,18000,22000,18000,7810,-6908,14000,2059,107000,620000,35000,487000,4260000000,450000,6,-13886.21,6
19,4,0,24,1,9,0.0,series A,61,18000,585000,5600,1000,5600,-35000,-112000,-22000,-111000,103000,473000,87000,460000,1250000000,485000,4,-2455.56,7
15,2,3,39,1,3,2.0,series A,29,14000,550000,3576,6020,3576,-55000,-111000,-57000,-111000,233000,423000,154000,342000,180670000000,50000,4,-2342.86,4
121,1,1,48,1,2,0.0,series A,2,99000,400000,1706000,1384000,1706000,137000,84000,110000,94000,918000,2109000,239000,250000,180670000000,400000,25,-152.53,8
18,4,1,32,1,8,2.0,series A,69,8325,310000,27000,29000,27000,-42000,-116000,-39000,-116000,113000,172000,83000,131000,34530000000,50000,5,-1473.57,2
5,3,1,271,1,7,0.0,series A,37,26000,310000,304000,207000,304000,-140000,-184000,-141000,-192000,94000,194000,832,8783,5940000000,100000,5,66.22,8
12,3,1,8,1,5,0.0,series A,74,50000,270000,18000,7486,18000,-80000,-105000,-29000,-40000,161000,216000,125000,184000,76980000000,100000,6,-268.0,5
25,3,0,111,1,3,0.0,series A,32,302000,184000,466000,4163,466000,-79000,112000,-79000,-84000,59000,207000,-13000,163000,1460000000,170000,5,46.03,7
185,1,3,19,1,4,2.0,series A,4,154000,850000,2007000,1510000,2007000,-258000,-314000,-268000,-324000,1212000,1132000,248000,87000,2510000000,850000,23,43.51,7
23,4,1,9,1,7,2.8,series A,31,27000,350000,726000,63000,726000,-176000,4147,-180000,-91000,343000,282000,184000,92000,20770000000,280000,6,-240.74,5
36,3,1,21,1,4,2.4,series A,13,22000,200000,20000,79000,20000,1856,-12000,14000,-9239,74000,167000,39000,30000,76980000000,100000,7,-36.36,0
27,1,3,46,1,4,2.8,series A,116,47000,800000,81000,35000,81000,2899,-16000,18000,1952,68000,265000,25000,187000,76980000000,800000,6,-297.87,12
31,3,1,63,2,7,0.0,series A,95,397000,1000000,520000,539000,520000,-173000,-346000,-188000,-361000,639000,485000,273000,-87000,380060000000,500000,16,121.91,12
58,1,2,42,1,4,2.0,series A,33,1004,1200000,380000,100000,380000,2410,109000,16000,241000,73000,425000,57000,314000,1460000000,1200000,5,-31174.9,7
320,2,1,22,1,7,2.0,series A,86,25499000,26000000,23561000,3958000,23561000,-3821000,-6501000,-3812000,-6496000,8781000,20203000,5183000,8617000,78380000000,17500000,4,66.21,8
18,2,1,13,2,7,0.0,series A,182,11000,450000,23000,30000,23000,-5270,-95000,1149,9533,64000,77000,61000,70000,426000,450000,4,-536.36,5
30,4,2,56,1,7,5.0,series A,67,7224,400000,31000,21000,31000,-33000,-11000,-29000,184,11000,73000,-25000,22000,7930000000,400000,9,-204.54,8
25,7,1,16,1,16,0.0,series A,122,15000,630000,140000,53000,140000,-42000,-110000,-45000,-148000,221000,1579000,70000,852000,150000000,500000,7,-5580.0,9
28,5,1,18,1,9,0.0,series A,138,6426,260000,561000,35000,561000,-35000,-328000,18000,-230000,373000,160000,299000,69000,24280000000,210000,5,-973.76,12
15,4,0,81,1,7,0.0,series A,125,28000,1000000,106000,34000,106000,-158000,-216000,-91000,-97000,112000,347000,74000,287000,13469999999,400000,8,-925.0,9
2,5,3,143,1,9,0.0,series A,121,1631,302000,15000,6369,15000,-65000,-90000,-3560,-84000,165000,308000,72000,237000,4710000000,300000,8,-14430.96,12
40,5,1,25,1,11,2.0,series A,70,2320,1170000,2727,-3566,2727,-52000,-164000,-44000,-148000,85000,966000,82000,934000,180670000000,350000,6,-40158.62,9
20,2,1,100,1,6,0.0,series A,107,55000,20000,75000,44000,75000,-71000,-133000,-19000,-39000,228000,186000,167000,137000,270000000,20000,8,-149.09,7
43,2,3,51,1,2,0.0,series A,2,17000,1500000,1215000,511000,1215000,-170000,-279000,-242000,-450000,1192000,1067000,-196000,-336000,352,300000,4,2076.47,12
227,1,7,100,1,3,0.0,series A,50,10000,800000,15952000,8495000,15952000,1574000,2933000,1295000,2385000,5321000,8706000,3338000,5724000,80810000000,800000,9,-57140.0,9
65,1,4,58,1,2,4.0,series A,40,36000,500000,2257000,1702000,2257000,-6788,-97000,-47000,-254000,993000,733000,545000,291000,80810000000,500000,12,-708.33,12
30,1,2,135,1,4,2.0,series A,18,23000,1000000,3815000,4117000,3815000,1572,-582000,-7118,-617000,1572000,1336000,796000,478000,34530000000,1000000,5,-1978.26,12
21,4,1,49,1,9,0.0,series A,236,10000,1010000,17000,1424,17000,-12000,-21000,-11000,-10000,6152,170000,-10000,156000,76980000000,210000,3,-1460.0,6
14,2,3,58,1,8,2.0,series A,182,4025,720000,31000,40000,31000,-24000,-73000,-3005,-35000,35000,176000,10000,174000,25480000000,520000,4,-4222.98,12
120,1,1,30,1,4,0.0,series A,76,64000,1300000,765000,154000,765000,10000,198000,10000,198000,22000,228000,11000,210000,16219999999,1300000,3,-228.12,12
36,3,0,152,1,8,2.9,series A,87,14000,1450000,259000,71000,259000,-103000,-134000,-89000,-91000,419000,384000,322000,230000,4260000000,1000000,4,-1542.86,8
102,5,0,46,1,7,2.5,series A,88,15000,900000,413000,271000,413000,-155000,-243000,-10000,-144000,607000,703000,522000,627000,2820000000,400000,6,-4080.0,10
28,3,2,46,1,12,2.0,series A,252,1611,1820000,4190,5465,4190,-89000,-168000,-74000,-103000,47000,385000,34000,380000,59890000000,1250000,5,-23487.83,8
26,2,1,91,1,5,2.0,series A,112,29000,600000,275000,118000,275000,-24000,-102000,-72000,-93000,972000,1248000,515000,421000,25480000000,500000,5,-1351.72,12
46,3,3,18,2,11,0.0,series A,279,15000,1450000,56000,182000,56000,19000,-162000,19000,-154000,153000,318000,41000,298000,81010000000,1050000,4,-1886.67,12
149,1,4,37,1,5,0.0,series A,58,15000,3160000,581000,29000,581000,-8309,-86000,-8007,-78000,454000,3886000,442000,3523000,710000000,3160000,3,-23386.67,5
60,3,1,63,1,12,0.0,series A,169,4719,780000,148000,24000,148000,-28000,-53000,-11000,-34000,10000,96000,-16000,33000,21510000000,700000,5,-599.3,9
23,2,0,49,1,5,3.4,series A,24,8260,185000,22000,24000,22000,-139000,-96000,-90000,-96000,255000,308000,146000,143000,710000000,180000,9,-1631.23,10
159,1,1,45,2,3,0.0,series A,27,60000,3000000,5697000,3280000,5697000,337000,942000,436000,904000,1734000,5216000,542000,1151000,34530000000,3000000,7,-1818.33,12
29,4,2,21,1,9,2.0,series A,243,963,1000000,73000,60000,73000,-31000,-86000,-22000,-99000,70000,132000,35000,74000,6670000000,780000,4,-7584.32,12
171,5,0,29,1,6,0.0,series A,164,107000,1375000,586000,335000,586000,47000,-651,49000,45000,189000,524000,66000,294000,1720000000,1000000,4,-174.77,8
37,4,1,39,1,11,0.0,series A,103,1730,900000,1105000,391000,1105000,39000,-166000,37000,-163000,309000,303000,223000,60000,3279999999,300000,6,-3368.21,12
8,3,1,84,1,4,3.1,series A,73,32000,31000,127000,126000,127000,-75000,-257000,-53000,-260000,475000,813000,314000,263000,36580000000,30000,6,-721.88,6
209,1,1,32,1,2,0.0,series A,2,211000,2350000,7781000,3409000,7781000,-248000,-464000,-236000,-432000,3662000,3816000,1936000,1503000,33760000000,2350000,5,-612.32,12
136,1,1,94,1,1,0.0,series A,15,114000,1600000,9359000,11429000,9359000,351000,-1782000,117000,-1972000,8742000,7022000,3128000,1155000,80810000000,1600000,12,-913.16,12
16,2,1,45,1,6,4.1,series A,157,28000,200000,98000,16000,98000,-48000,2426,-44000,1637,231000,247000,109000,110000,76980000000,200000,7,-292.86,5
8,2,1,100,1,3,0.0,series A,4,8949,140000,15000,7216,15000,-62000,-87000,-59000,-80000,34000,75000,-52000,-23000,59890000000,140000,7,357.01,9
20,3,2,59,1,8,2.0,series A,85,1755,1360000,150000,4281,150000,-65000,6068,-14000,376000,186000,477000,60000,433000,1460000000,1170000,6,-24572.36,9
72,1,1,37,1,1,3.0,series A,1,204000,450000,2434000,2046000,2434000,244000,281000,281000,390000,2454000,2760000,918000,1324000,55510000000,450000,11,-549.02,8
7,1,4,84,1,1,0.0,series A,40,1000,200000,229000,140000,229000,-1420,69000,-517,70000,104000,174000,98000,168000,25480000000,200000,10,-16700.0,10
91,1,1,24,1,1,0.0,series A,1,184000,1000000,3114000,1487000,3114000,29000,351000,28000,328000,709000,1078000,178000,506000,8930000000,1000000,6,-175.0,12
36,5,1,48,1,5,3.4,series A,122,111000,1008000,271000,197000,271000,-47000,-83000,-56000,-91000,329000,333000,65000,24000,2510000000,150000,10,78.38,6
10,3,1,34,1,4,2.0,series A,5,12000,195000,5911,3783,5911,-47000,-66000,-48000,-65000,5809,3067,-14000,-4557,76080000000,150000,7,137.98,10
65,4,3,13,1,12,3.6,series A,213,103000,2250000,78000,47000,78000,-253000,-408000,-231000,-483000,596000,709000,485000,551000,76980000000,1400000,5,-434.95,12
14,1,1,22,1,6,0.0,series A,34,13000,500000,560000,461000,560000,4410,-30000,11000,-13000,255000,428000,54000,90000,380060000000,500000,7,-592.31,2
50,2,1,32,1,3,2.6,series A,17,46000,800000,859000,237000,859000,50000,338000,50000,321000,305000,698000,221000,542000,76980000000,600000,7,-1078.26,7
22,2,3,61,1,6,4.3,series A,34,37000,700000,18000,5894,18000,-83000,-183000,-76000,-181000,348000,130000,275000,28000,1250000000,300000,7,24.32,5
14,2,1,90,2,4,0.0,series A,92,1575,200000,182000,128000,182000,-5276,-33000,-5268,-31000,56000,80000,23000,-7823,380060000000,200000,4,596.7,12
5,2,1,119,1,3,3.6,series A,71,27000,300000,3750,10000,3750,-369000,-332000,-278000,-315000,1142000,1173000,302000,96000,76980000000,300000,7,-255.56,3
51,1,1,69,1,1,0.0,series A,1,12000,500000,787000,674000,787000,-24000,33000,-24000,47000,254000,350000,124000,172000,24280000000,500000,11,-1333.33,12
11,2,4,35,2,3,3.0,series A,71,1000,70000,112000,59000,112000,-38000,-40000,7436,19000,50000,84000,19000,39000,2510000000,70000,9,-3800.0,7
24,7,1,16,1,9,0.0,series A,141,50000,310000,321000,246000,321000,-11000,17000,3607,15000,454000,729000,364000,380000,35230000000,90000,13,-660.0,12
19,2,0,50,1,5,0.0,series A,19,173000,1100000,132000,112000,132000,-58000,-119000,-64000,-130000,466000,725000,-16000,383000,380060000000,300000,4,-121.39,12
25,2,3,18,1,6,2.4,series A,32,11000,220000,83000,29000,83000,-78000,-97000,-11000,-12000,132000,152000,14000,41000,76980000000,200000,6,-272.73,9
53,2,1,13,1,4,2.0,series A,42,17000,700000,526000,351000,526000,-24000,2226,-24000,1067,249000,322000,47000,48000,26130000000,600000,10,-182.35,9
52,2,1,22,1,4,0.0,series A,63,45000,400000,832000,815000,832000,43000,11000,42000,36000,418000,749000,71000,124000,4260000000,400000,7,-175.56,4
36,3,3,35,1,7,3.6,series A,16,7500,900000,551000,699000,551000,3906,4161,-6734,1494,177000,411000,50000,252000,36580000000,300000,6,-3260.0,5
7,3,3,48,1,5,2.3,series A,86,11000,810000,45000,19000,45000,-69000,-95000,-48000,-32000,236000,204000,177000,144000,76980000000,500000,10,-1209.09,7
24,3,4,57,1,7,2.0,series A,76,8583,710000,213000,1153,213000,-65000,-132000,-23000,-125000,68000,244000,56000,211000,380060000000,430000,5,-2358.35,7
32,3,3,33,2,7,3.0,series A,104,62000,560000,97000,4759,97000,-59000,-27000,-45000,-24000,46000,184000,-5980,80000,76980000000,550000,3,-29.03,6
11,2,3,43,1,4,0.0,series A,8,111,100000,37000,22000,37000,84,-2212,630,-2217,10000,13000,5932,3714,35230000000,100000,5,-3245.95,7
25,5,1,34,2,7,2.3,series A,107,64000,300000,108000,58000,108000,-106000,-188000,-169000,-390000,248000,883000,-229000,-549000,76980000000,50000,6,957.81,4
3,2,5,204,1,5,0.0,series A,21,15000,270000,241000,208000,241000,-206000,-111000,-127000,-101000,133000,201000,653,49000,310070000000,230000,7,-226.67,10
6,3,3,98,1,5,4.3,series A,73,26000,210000,42000,116000,42000,-48000,-102000,-51000,-104000,219000,132000,93000,-10000,76980000000,190000,8,138.46,12
67,1,3,17,1,1,2.0,series A,1,32000,100000,1757000,1425000,1757000,64000,45000,79000,45000,1956000,2093000,869000,915000,13780000000,100000,9,-2759.38,4
25,1,1,100,1,1,0.0,series A,1,50000,100000,232000,509000,232000,267000,-36000,218000,-29000,1197000,1756000,279000,292000,66640000000,100000,9,-484.0,8
5,2,1,100,1,2,0.0,series A,6,206000,150000,83000,236000,83000,-96000,-139000,-103000,-144000,151000,15000,-138000,-282000,380060000000,50000,11,236.89,8
18,2,1,41,1,4,2.4,series A,72,51000,202000,251000,262000,251000,2648,-32000,47000,-50000,456000,843000,131000,431000,1500000000000,200000,11,-745.1,2
22,1,3,30,1,1,4.3,series A,1,50000,300000,194000,141000,194000,-82000,-86000,-77000,-98000,287000,652000,182000,538000,66640000000,300000,8,-976.0,5
14,2,1,22,1,2,0.0,series A,31,27000,74000,17000,20000,17000,-45000,-52000,-31000,-40000,184000,143000,182000,142000,25480000000,70000,13,-425.93,12
63,5,1,87,1,5,0.0,series A,5,44000,330000,1314000,568000,1314000,-146000,-248000,-561000,-549000,919000,566000,708000,159000,1500000000000,50000,8,-261.36,8
39,5,3,143,1,5,3.5,series A,64,11000,183000,82000,55000,82000,-85000,-397000,3114,-29000,159000,178000,71000,41000,23851000,50000,7,-272.73,7
64,1,1,34,1,6,0.0,series A,6,42000,900000,678000,538000,678000,-30000,-135000,-27000,-131000,522000,412000,308000,176000,310070000000,900000,8,-319.05,7
29,5,1,39,1,9,0.0,series A,184,7920,350000,18000,2595,18000,-32000,-78000,-32000,-80000,47000,64000,24000,-6106,380060000000,300000,4,177.1,8
27,1,3,46,2,3,2.0,series A,4,145000,1000000,1000000,266000,1000000,-424000,-186000,-425000,-180000,152000,536000,68000,292000,69640000000,1000000,6,-101.38,6
44,3,1,34,1,10,2.3,series A,166,12000,440000,108000,59000,108000,-13000,-82000,-339,-77000,170000,457000,23000,263000,4260000000,410000,7,-2091.67,4
7,3,1,145,2,6,0.0,series A,182,18000,550000,274000,170000,274000,-74000,-160000,-68000,-157000,137000,343000,104000,271000,380060000000,340000,4,-1405.56,12
250,1,1,42,1,2,3.0,series A,2,12000,2420000,6585000,5880000,6585000,1938000,1504000,1577000,1094000,3441000,6700000,2404000,2450000,660000000,2420000,9,-20316.67,12
18,2,1,31,1,3,0.0,series A,120,15000,190000,109000,29000,109000,-21000,-4628,-21000,-2946,85000,183000,78000,175000,380060000000,100000,3,-1066.67,7
32,2,3,9,1,5,2.0,series A,19,129000,300000,8879,5747,8879,-99000,-115000,-62000,-116000,40000,492000,19000,346000,20770000000,300000,4,-168.22,12
14,4,1,67,1,6,0.0,series A,185,1685,150000,110000,64000,110000,-46000,-71000,-21000,-60000,184000,154000,154000,94000,150000000,150000,8,-5478.64,9
21,4,1,132,1,12,3.0,series A,98,7661,1020000,47000,69000,47000,-172000,-431000,-150000,-264000,875000,627000,717000,452000,2510000000,800000,7,-5800.01,8
17,1,0,46,1,4,3.2,series A,62,66000,200000,435000,211000,435000,11000,7052,2400,4976,581000,1092000,130000,292000,4260000000,200000,10,-342.42,1
17,1,3,79,1,4,0.0,series A,4,48000,390000,249000,233000,249000,32000,-132000,29000,-182000,380000,776000,100000,305000,22550000000,390000,7,-535.42,4
23,5,1,84,1,7,0.0,series A,32,117000,240000,149000,125000,149000,-95000,-121000,-61000,-103000,91000,138000,-558,50000,380060000000,130000,7,57.26,7
17,2,0,39,1,4,2.0,series A,42,156000,610000,1800,13000,1800,-142000,-186000,-129000,-148000,862000,1018000,791000,1000000,180670000000,600000,7,-541.03,5
31,2,1,12,1,5,2.0,series A,72,7269,260000,36000,32000,36000,-53000,-114000,-6460,-42000,262000,220000,257000,214000,150000000,230000,6,-2844.01,12
